layer_id	Title	Thesaurus	Placekey
AMS7810_S250_U54_NI50_15	AMS China : Pang-fou Region (Raster Image)	GNS (NIMA)	China | Pang-fou | Bengbu | Peng-pu | Anhui Sheng | Jiangsu Sheng
AMS7810_S250_U54_NI50_15	AMS China : Pang-fou Region (Raster Image)	None	Pengpu | Anhui Province | Jiangsu Province
AMS7810_S250_U54_NI50_16	AMS China : Nan-ching Region (Raster Image)	GNS (NIMA)	China | Nan-ching | Nanjing | Nanking | Jiangsu Sheng | Anhui Sheng
AMS7810_S250_U54_NI50_16	AMS China : Nan-ching Region (Raster Image)	None	Jiangsu Province | Anhui Province
AMS7810_S250_U54_NI50_2	AMS China : Chi-ning Region, Shandong Sheng (Raster Image)	GNS (NIMA)	China | Chi-ning | Jining | Tsining | Shandong Sheng
AMS7810_S250_U54_NI50_2	AMS China : Chi-ning Region, Shandong Sheng (Raster Image)	None	Shandong Province | Henan Province
AMS7810_S250_U54_NI50_3	AMS China : T'eng-hsien Region (Raster Image)	GNS (NIMA)	China | T'eng-hsien | Tengxian | Tengzhou | Shandong Sheng
AMS7810_S250_U54_NI50_3	AMS China : T'eng-hsien Region (Raster Image)	None	Shandong Province
AMS7810_S250_U54_NI50_4	AMS China : ChÂ¿Â¿-hsien Region (Raster Image)	GNS (NIMA)	China | ChÂ¿Â¿-hsien | Juxian | Chengyang | Shandong Sheng | Jiangsu Sheng
AMS7810_S250_U54_NI50_4	AMS China : ChÂ¿Â¿-hsien Region (Raster Image)	None	Shandong Province | Jiangsu Province
AMS7810_S250_U54_NI50_5	AMS China : K'ai-feng Region (Raster Image)	GNS (NIMA)	China | Kaifeng | Henan Sheng | Shandong Sheng
AMS7810_S250_U54_NI50_5	AMS China : K'ai-feng Region (Raster Image)	Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)	K'ai-feng
AMS7810_S250_U54_NI50_5	AMS China : K'ai-feng Region (Raster Image)	None	Henan Province | Shandong Province
AMS7810_S250_U54_NI50_6	AMS China : Shang-ch'iu Region (Raster Image)	GNS (NIMA)	China | Shang-ch'iu | Shangqiu | Kweiteh | Shandong Sheng | Henan Sheng | Anhui Sheng | Jiangsu Sheng
AMS7810_S250_U54_NI50_6	AMS China : Shang-ch'iu Region (Raster Image)	None	Shandong Province | Henan Province | Anhui Province | Jiangsu Province
AMS7810_S250_U54_NI50_7	AMS China : HsÂ¿Â¿-chou Region (Raster Image)	GNS (NIMA)	China | HsÂ¿Â¿-chou | Suchow | Jiangsu Sheng | Shandong Sheng | Anhui Sheng
AMS7810_S250_U54_NI50_7	AMS China : HsÂ¿Â¿-chou Region (Raster Image)	None	SÂ¿Â¿chow | Jiangsu Province | Shandong Province | Anhui Province
AMS7810_S250_U54_NI50_8	AMS China : Tung-hai Region (Raster Image)	GNS (NIMA)	China | Tung-hai | Haizhou | Haichow | Jiangsu Sheng | Shandong Sheng
AMS7810_S250_U54_NI50_8	AMS China : Tung-hai Region (Raster Image)	None	Jiangsu Province | Shandong Province
AMS7810_S250_U54_NI50_9	AMS China : Huai-yang Region (Raster Image)	GNS (NIMA)	China | Huaiyang | Chenchow | Henan Sheng | Anhui Sheng
AMS7810_S250_U54_NI50_9	AMS China : Huai-yang Region (Raster Image)	Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)	Huai-yang
AMS7810_S250_U54_NI50_9	AMS China : Huai-yang Region (Raster Image)	None	Henan Province | Anhui Province
AMS7810_S250_U54_NI51_1	AMS China : Ling-shan-wei Region (Raster Image)	GNS (NIMA)	China | Ling-shan-wei | Lingshanwei | Shandong Sheng
AMS7810_S250_U54_NI51_1	AMS China : Ling-shan-wei Region (Raster Image)	None	Shandong Province
AMS7810_S250_U54_NI51_13	AMS China : Nan-t'ung Region (Raster Image)	GNS (NIMA)	China | Nan-t'ung | Nantong | Jiangsu Sheng
AMS7810_S250_U54_NI51_13	AMS China : Nan-t'ung Region (Raster Image)	None	Jiangsu Province
AMS7810_S250_U54_NI51_14	AMS China : LÃ¼-ssu-chen Region (Raster Image)	GNS (NIMA)	China | LÃ¼-ssu-chen | LÃ¼si | Jiangsu Sheng
AMS7810_S250_U54_NI51_14	AMS China : LÃ¼-ssu-chen Region (Raster Image)	None	Jiangsu Province
AMS7810_S250_U54_NI51_5	AMS China : Pa-t'an Region (Raster Image)	GNS (NIMA)	China | Pa-t'an | Batan | Jiangsu Sheng
AMS7810_S250_U54_NI51_5	AMS China : Pa-t'an Region (Raster Image)	None	Jiangsu Province
AMS7810_S250_U54_NI51_9	AMS China : Yen-ch'eng Region (Raster Image)	GNS (NIMA)	China | Yen-ch'eng | Yancheng | Jiangsu Sheng
AMS7810_S250_U54_NI51_9	AMS China : Yen-ch'eng Region (Raster Image)	None	Jiangsu Province
AMS7810_S250_U54_NJ49_1	AMS China : T'iao-chu-miao Region (Raster Image)	GNS (NIMA)	China | Xin | Inner Mongolia Autonomous Region | Nei Mongol Zizhiqu
AMS7810_S250_U54_NJ49_1	AMS China : T'iao-chu-miao Region (Raster Image)	Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)	T'iao-chu-miao
AMS7810_S250_U54_NJ49_10	AMS China : Sui-te Region (Raster Image)	GNS (NIMA)	China | Sui-te | Suide | Mingzhou | Shaanxi Sheng | Shanxi Sheng
AMS7810_S250_U54_NJ49_10	AMS China : Sui-te Region (Raster Image)	None	Shaanxi Province | Shanxi Province
AMS7810_S250_U54_NJ49_11	AMS China : Fen-yang Region (Raster Image)	GNS (NIMA)	China | Fenyang | Shanxi Sheng
AMS7810_S250_U54_NJ49_11	AMS China : Fen-yang Region (Raster Image)	Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)	Fen-yang
AMS7810_S250_U54_NJ49_11	AMS China : Fen-yang Region (Raster Image)	None	Shanxi Province
AMS7810_S250_U54_NJ49_12	AMS China : T'ai-yÂ¿Â¿an Region (Raster Image)	GNS (NIMA)	China | Taiyuan | Shanxi Sheng | Hebei Sheng
AMS7810_S250_U54_NJ49_12	AMS China : T'ai-yÂ¿Â¿an Region (Raster Image)	None	T'ai-yÂ¿Â¿an | Shanxi Province | Hebei Province
AMS7810_S250_U54_NJ49_14	AMS China : Hsi-hsien Region (Raster Image)	GNS (NIMA)	China | Hsi-hsien | Xixian | Shaanxi Sheng | Shanxi Sheng
AMS7810_S250_U54_NJ49_14	AMS China : Hsi-hsien Region (Raster Image)	None	Sihsien | Shaanxi Province | Shanxi Province
AMS7810_S250_U54_NJ49_15	AMS China : Lin-fen Region (Raster Image)	GNS (NIMA)	China | Linfen | Ping-yang | Shanxi Sheng
AMS7810_S250_U54_NJ49_15	AMS China : Lin-fen Region (Raster Image)	Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)	Lin-fen
AMS7810_S250_U54_NJ49_15	AMS China : Lin-fen Region (Raster Image)	None	P'ing-yang | Shanxi Province
AMS7810_S250_U54_NJ49_16	AMS China : Ch'ang-chih Region (Raster Image)	GNS (NIMA)	China | Ch'ang-chih | Changzhi | Luan | Shanxi Sheng | Hebei Sheng | Henan Sheng
AMS7810_S250_U54_NJ49_16	AMS China : Ch'ang-chih Region (Raster Image)	None	Shanxi Province | Hebei Province | Henan Province
AMS7810_S250_U54_NJ49_2	AMS China : Tung-sheng Region (Raster Image)	GNS (NIMA)	China | Tung-sheng | Dongsheng | Inner Mongolia Autonomous Region | Nei Mongol Zizhiqu | Shaanxi Sheng | Shanxi Sheng
AMS7810_S250_U54_NJ49_2	AMS China : Tung-sheng Region (Raster Image)	None	Shaanxi Province | Shanxi Province
AMS7810_S250_U54_NJ49_3	AMS China : Shuo-hsien Region (Raster Image)	GNS (NIMA)	China | Shuo-hsien | Shuozhou | Shuoxian | Shohsien | Inner Mongolia Autonomous Region | Nei Mongol Zizhiqu | Shaanxi Sheng | Shanxi Sheng
AMS7810_S250_U54_NJ49_3	AMS China : Shuo-hsien Region (Raster Image)	None	Shaanxi Province | Shanxi Province
AMS7810_S250_U54_NJ49_4	AMS China : Hun-yÂ¿Â¿an Region (Raster Image)	GNS (NIMA)	China | Hunyuan | Shanxi Sheng | Hebei Sheng
AMS7810_S250_U54_NJ49_4	AMS China : Hun-yÂ¿Â¿an Region (Raster Image)	None	Hun-yÂ¿Â¿an | Shanxi Province | Hebei Province
AMS7810_S250_U54_NJ49_6	AMS China : Shen-mu Region (Raster Image)	GNS (NIMA)	China | Shenmu | Shaanxi Sheng | Shanxi Sheng | Inner Mongolia Autonomous Region | Nei Mongol Zizhiqu
AMS7810_S250_U54_NJ49_6	AMS China : Shen-mu Region (Raster Image)	Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)	Shen-mu
AMS7810_S250_U54_NJ49_6	AMS China : Shen-mu Region (Raster Image)	None	Shaanxi Province | Shanxi Province
AMS7810_S250_U54_NJ49_7	AMS China : Ching-lo Region (Raster Image)	GNS (NIMA)	China | Ching-lo | Jingle | Tsinglo | Shanxi Sheng | Shaanxi Sheng
AMS7810_S250_U54_NJ49_7	AMS China : Ching-lo Region (Raster Image)	None	Shanxi Province | Shaanxi Province
AMS7810_S250_U54_NJ49_8	AMS China : Hsin-hsien Region (Raster Image)	GNS (NIMA)	China | Hsin-hsien | Xinxian | Xinzhou | Sinhsien | Shanxi Sheng | Hebei Sheng
AMS7810_S250_U54_NJ49_8	AMS China : Hsin-hsien Region (Raster Image)	None	Shanxi Province | Hebei Province
AMS7810_S250_U54_NJ50_1	AMS China : YÂ¿Â¿-hsien Region (Raster Image)	GNS (NIMA)	China | YÂ¿Â¿-hsien | Yuxian | Yuzhou | Shanxi Sheng | Hebei Sheng | Beijing Shi
AMS7810_S250_U54_NJ50_1	AMS China : YÂ¿Â¿-hsien Region (Raster Image)	None	Shanxi Province | Hebei Province
AMS7810_S250_U54_NJ50_10	AMS China : Te-hsien Region (Raster Image)	GNS (NIMA)	China | Te-hsien | Dezhou | Tehchow | Hebei Sheng | Shandong Sheng
AMS7810_S250_U54_NJ50_10	AMS China : Te-hsien Region (Raster Image)	None	Hebei Province | Shandong Province
AMS7810_S250_U54_NJ50_11	AMS China : Hui-min Region (Raster Image)	GNS (NIMA)	China | Huimin | Wuting | Shandong Sheng | Hebei Sheng
AMS7810_S250_U54_NJ50_11	AMS China : Hui-min Region (Raster Image)	Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)	Hui-min
AMS7810_S250_U54_NJ50_11	AMS China : Hui-min Region (Raster Image)	None	Wu-ting | Shandong Province | Hebei Province
AMS7810_S250_U54_NJ50_12	AMS China : I-hsien Region (Raster Image)	GNS (NIMA)	China | I-hsien | Yixian | Laizhou | Laichow | Shandong Sheng
AMS7810_S250_U54_NJ50_12	AMS China : I-hsien Region (Raster Image)	None	Shandong Province
AMS7810_S250_U54_NJ50_13	AMS China : Han-tan Region (Raster Image)	GNS (NIMA)	China | Han-tan | Handan | Hebei Sheng | Henan Sheng | Shandong Sheng
AMS7810_S250_U54_NJ50_13	AMS China : Han-tan Region (Raster Image)	None	Hebei Province | Henan Province | Shandong Province
AMS7810_S250_U54_NJ50_14	AMS China : Chi-nan (West) Region (Raster Image)	GNS (NIMA)	China | Chi-nan | Jinan | Tsinan | Shandong Sheng | Hebei Sheng | Henan Sheng
AMS7810_S250_U54_NJ50_14	AMS China : Chi-nan (West) Region (Raster Image)	None	Shandong Province | Hebei Province | Henan Province
AMS7810_S250_U54_NJ50_15	AMS China : Chi-nan (East) Region (Raster Image)	GNS (NIMA)	China | Chi-nan | Jinan | Tsinan | Shandong Sheng
AMS7810_S250_U54_NJ50_15	AMS China : Chi-nan (East) Region (Raster Image)	None	Shandong Province
AMS7810_S250_U54_NJ50_16	AMS China : Wei-hsien Region (Raster Image)	GNS (NIMA)	China | Wei-hsien | Weifang | Shandong Sheng
AMS7810_S250_U54_NJ50_16	AMS China : Wei-hsien Region (Raster Image)	Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)	Weixian
AMS7810_S250_U54_NJ50_16	AMS China : Wei-hsien Region (Raster Image)	None	Shandong Province
AMS7810_S250_U54_NJ50_2	AMS China : Pei-p'ing Region (Raster Image)	GNS (NIMA)	China | Pei-p'ing | Beijing | Beijing Shi | Hebei Sheng | Tianjin Shi
AMS7810_S250_U54_NJ50_2	AMS China : Pei-p'ing Region (Raster Image)	None	Peiping | Hebei Province
AMS7810_S250_U54_NJ50_3	AMS China : T'ien-ching Region (Raster Image)	GNS (NIMA)	China | T'ien-ching | Tianjin | Tientsin | Tianjin Shi | Hebei Sheng
AMS7810_S250_U54_NJ50_3	AMS China : T'ien-ching Region (Raster Image)	None	Hebei Province
AMS7810_S250_U54_NJ50_4	AMS China : Ch'ang-li Region (Raster Image)	GNS (NIMA)	China | Changli | Hebei Sheng | Liaoning Sheng | Liaoning Province
AMS7810_S250_U54_NJ50_4	AMS China : Ch'ang-li Region (Raster Image)	Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)	Ch'ang-li
AMS7810_S250_U54_NJ50_4	AMS China : Ch'ang-li Region (Raster Image)	None	Hebei Province
AMS7810_S250_U54_NJ50_5	AMS China : Shih-men Region (Raster Image)	GNS (NIMA)	China | Shih-men | Shijiazhuang | Shihkiachwang | Hebei Sheng
AMS7810_S250_U54_NJ50_5	AMS China : Shih-men Region (Raster Image)	Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)	Shimen
AMS7810_S250_U54_NJ50_5	AMS China : Shih-men Region (Raster Image)	None	Hebei Province
AMS7810_S250_U54_NJ50_6	AMS China : Ho-chien Region (Raster Image)	GNS (NIMA)	China | Ho-chien | Hejian | Hokien | Hebei Sheng | Tianjin Shi
AMS7810_S250_U54_NJ50_6	AMS China : Ho-chien Region (Raster Image)	None	Hebei Province
AMS7810_S250_U54_NJ50_7	AMS China : Yen-shan Region (Raster Image)	GNS (NIMA)	China | Yen-shan | Yanshan | Hebei Sheng | Shandong Sheng | Tianjin Shi
AMS7810_S250_U54_NJ50_7	AMS China : Yen-shan Region (Raster Image)	None	Hebei Province | Shandong Province
AMS7810_S250_U54_NJ50_9	AMS China : Hsing-t'ai Region (Raster Image)	GNS (NIMA)	China | Hsing-t'ai | Xingtai | Shunteh | Hebei Sheng | Shanxi Sheng
AMS7810_S250_U54_NJ50_9	AMS China : Hsing-t'ai Region (Raster Image)	None	Hebei Province | Shanxi Province
AMS7810_S250_U54_NJ51_10	AMS China : Wei-hai-wei Region (Raster Image)	GNS (NIMA)	China | Wei-hai-wei | Weihai | Shandong Sheng
AMS7810_S250_U54_NJ51_10	AMS China : Wei-hai-wei Region (Raster Image)	None	Shandong Province
AMS7810_S250_U54_NJ51_13	AMS China : Ch'ing-tao Region (Raster Image)	GNS (NIMA)	China | Ch'ing-tao | Qingdao | Tsingtao | Shandong Sheng
AMS7810_S250_U54_NJ51_13	AMS China : Ch'ing-tao Region (Raster Image)	None	Shandong Province
AMS7810_S250_U54_NJ51_14	AMS China : Ching-hai-wei Region (Raster Image)	GNS (NIMA)	China | Ching-hai-wei | Jinghaiwei | Shandong Sheng
AMS7810_S250_U54_NJ51_14	AMS China : Ching-hai-wei Region (Raster Image)	None	Shandong Province
AMS7810_S250_U54_NJ51_9	AMS China : Yen-t'ai Region (Raster Image)	GNS (NIMA)	China | Yen-t'ai | Yantai | Chefoo | Shandong Sheng
AMS7810_S250_U54_NJ51_9	AMS China : Yen-t'ai Region (Raster Image)	None	Shandong Province
AMS7810_S250_U54_NK49_10	AMS China : Hsi-nao-pao Region (Raster Image)	GNS (NIMA)	China | Inner Mongolia Autonomous Region | Nei Mongol Zizhiqu
AMS7810_S250_U54_NK49_10	AMS China : Hsi-nao-pao Region (Raster Image)	Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)	Hsi-nao-pao
AMS7810_S250_U54_NK49_11	AMS China : Kuei-sui Region (Raster Image)	GNS (NIMA)	China | Kuei-sui | Hohhot | Inner Mongolia Autonomous Region | Nei Mongol Zizhiqu
AMS7810_S250_U54_NK49_12	AMS China : Ta-t'ung Region (Raster Image)	GNS (NIMA)	China | Ta-t'ung | Datong | Inner Mongolia Autonomous Region | Nei Mongol Zizhiqu | Shanxi Sheng | Hebei Sheng
AMS7810_S250_U54_NK49_12	AMS China : Ta-t'ung Region (Raster Image)	None	Shanxi Province | Hebei Province
AMS7810_S250_U54_NK49_3	AMS China : P'ang-pei Region (Raster Image)	GNS (NIMA)	China | P'ang-pei | Erenhot | Iren Dabasu | Inner Mongolia Autonomous Region | Nei Mongol Zizhiqu
AMS7810_S250_U54_NK49_3	AMS China : P'ang-pei Region (Raster Image)	None	Ereen Dabasa
AMS7810_S250_U54_NK49_5	AMS China : T'u-ho-mu Miao Region (Raster Image)	GNS (NIMA)	China | T'u-ho-mu-miao | Tohom | Inner Mongolia Autonomous Region | Nei Mongol Zizhiqu | Mongolia | Mongol Uls
AMS7810_S250_U54_NK49_5	AMS China : T'u-ho-mu Miao Region (Raster Image)	Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)	T'u-ho-mu Miao
AMS7810_S250_U54_NK49_5	AMS China : T'u-ho-mu Miao Region (Raster Image)	None	TÂ¿Â¿hÂ¿Â¿miin SÂ¿Â¿me
AMS7810_S250_U54_NK49_6	AMS China : P'ang-chiang Region (Raster Image)	GNS (NIMA)	China | Inner Mongolia Autonomous Region | Nei Mongol Zizhiqu
AMS7810_S250_U54_NK49_6	AMS China : P'ang-chiang Region (Raster Image)	Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)	P'ang-chiang
AMS7810_S250_U54_NK49_7	AMS China : Wu-yÂ¿Â¿an Region (Raster Image)	GNS (NIMA)	China | Wuyuan | Inner Mongolia Autonomous Region | Nei Mongol Zizhiqu
AMS7810_S250_U54_NK49_7	AMS China : Wu-yÂ¿Â¿an Region (Raster Image)	None	Wu-yÂ¿Â¿an
AMS7810_S250_U54_NK49_8	AMS China : Wu-ch'uan Region (Raster Image)	GNS (NIMA)	China | Wu-ch'uan | Wuchuan | Hoh Ereg | Inner Mongolia Autonomous Region | Nei Mongol Zizhiqu
AMS7810_S250_U54_NK49_9	AMS China : Chi-ning Region, Nei Mongol Zizhiqu  (Raster Image)	GNS (NIMA)	China | Chi-ning | Jining | P'ing-ti-ch'Â¿Â¿an | Inner Mongolia Autonomous Region | Nei Mongol Zizhiqu | Hebei Sheng
AMS7810_S250_U54_NK49_9	AMS China : Chi-ning Region, Nei Mongol Zizhiqu  (Raster Image)	None	Hebei Province
AMS7810_S250_U54_NK50_1	AMS China : Ch'ang-t'u-miao Region (Raster Image)	GNS (NIMA)	China | Ch'ang-t'u-miao | Qangdin Sum | Qangt Sum | Inner Mongolia Autonomous Region | Nei Mongol Zizhiqu
AMS7810_S250_U54_NK50_10	AMS China : Chang-chia-k'ou Region (Raster Image)	GNS (NIMA)	China | Chang-chia-k'ou | Zhangjiakou | Kalgan | Hebei Sheng | Beijing Shi | Shanxi Sheng | Inner Mongolia Autonomous Region | Nei Mongol Zizhiqu
AMS7810_S250_U54_NK50_10	AMS China : Chang-chia-k'ou Region (Raster Image)	None	Hebei Province | Shanxi Province
AMS7810_S250_U54_NK50_4	AMS China : Pao-ch'ang Region (Raster Image)	GNS (NIMA)	China | Inner Mongolia Autonomous Region | Nei Mongol Zizhiqu | Hebei Sheng
AMS7810_S250_U54_NK50_4	AMS China : Pao-ch'ang Region (Raster Image)	Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)	Pao-ch'ang | Baochang
AMS7810_S250_U54_NK50_4	AMS China : Pao-ch'ang Region (Raster Image)	None	Hebei Province
AMS7810_S250_U54_NL50_10	AMS China : Hsi-hao-chi-t'e Wang-fu Region (Raster Image)	GNS (NIMA)	China | Xin Hot | Hsin-hao-t'e | Inner Mongolia Autonomous Region | Nei Mongol Zizhiqu | Mongolia | Mongol Uls
AMS7810_S250_U54_NL50_10	AMS China : Hsi-hao-chi-t'e Wang-fu Region (Raster Image)	Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)	Hsi-hao-chi-t'e-wang-fu
AMS7810_S250_U54_NL50_10	AMS China : Hsi-hao-chi-t'e Wang-fu Region (Raster Image)	None	Hsi-hao-chi-t'e Wang-fu
AMS7810_S250_U54_NL50_11	AMS China : Hsi-wu-chu-mu-ch'in-wang-fu Region (Raster Image)	GNS (NIMA)	China | Hsi-wu-chu-mu-ch'in-wang-fu | Xi Ujimqin Qi | Bayan Ul Hot | Inner Mongolia Autonomous Region | Nei Mongol Zizhiqu
AMS7810_S250_U54_NL50_8	AMS China : Lama HÂ¿Â¿ryee SÂ¿Â¿me Region (Raster Image)	GNS (NIMA)	China | Uliastai | Lamakhure Sume | Inner Mongolia Autonomous Region | Nei Mongol Zizhiqu | Mongolia | Mongol Uls
AMS7810_S250_U54_NL50_8	AMS China : Lama HÂ¿Â¿ryee SÂ¿Â¿me Region (Raster Image)	Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)	Lama HÂ¿Â¿ryee SÂ¿Â¿me
AM_AMS_NA3301L	Abong Mbang region, Cameroon, 1963, Army Map Service (AMS) NA 33-1 (Raster Image)	GNS	Cameroon | Abong Mbang
AM_AMS_NB2904L	SÃ©guÃ©la region, CÃ´te d'Ivoire, 1953, Army Map Service (AMS) NB 29-4 (Raster Image)	GNS	CÃ´te d'Ivoire | SÃ©guÃ©la
AM_AMS_NB2908L	Daloa region, CÃ´te d'Ivoire, 1953, Army Map Service (AMS) NB 29-8 (Raster Image)	GNS	CÃ´te d'Ivoire | Daloa
AM_AMS_NB3002L	AgnibilÃ©krou region, CÃ´te d'Ivoire and Ghana, 1954, Army Map Service (AMS) NB 30-2 (Raster Image)	GNS	CÃ´te d'Ivoire | AgnibilÃ©krou
AM_AMS_NB3002L	AgnibilÃ©krou region, CÃ´te d'Ivoire and Ghana, 1954, Army Map Service (AMS) NB 30-2 (Raster Image)	GNS	Ghana
AM_AMS_NB3103L	Ibadan region, Nigeria, 1956, Army Map Service (AMS) NB 31-3 (Raster Image)	GNS	Nigeria | Ibadan
AM_AMS_NB3302L	NgaoundÃ©rÃ© region, Cameroon, 1963, Army Map Service (AMS) NB 33-2 (Raster Image)	GNS	Cameroon | NgaoundÃ©rÃ©
AM_AMS_NB3313L	Nanga Eboko region, Cameroon, 1963, Army Map Service (AMS) NB 33-13 (Raster Image)	GNS	Cameroon | Nanga Eboko
AM_AMS_NB3314L	Batouri region, Cameroon and Central African Republic, 1963, Army Map Service (AMS) NB 33-14 (Raster Image)	GNS	Cameroon | Batouri
AM_AMS_NB3314L	Batouri region, Cameroon and Central African Republic, 1963, Army Map Service (AMS) NB 33-14 (Raster Image)	GNS	Central African Republic
AM_AMS_NC2804L	LabÃ© region, Guinea, 1953, Army Map Service (AMS) NC 28-4 (Raster Image)	GNS	Guinea | LabÃ©
AM_AMS_NC2806L	Katchek region, Guinea and Guinea-Bissau, 1953, Army Map Service (AMS) NC 28-6 (Raster Image)	GNS	Guinea | Katchek
AM_AMS_NC2806L	Katchek region, Guinea and Guinea-Bissau, 1953, Army Map Service (AMS) NC 28-6 (Raster Image)	GNS	Guinea-Bissau
AM_AMS_NC2901L	TouguÃ© region, Guinea and Mali, 1953, Army Map Service (AMS) NC 29-1 (Raster Image)	GNS	Guinea | TouguÃ©
AM_AMS_NC2901L	TouguÃ© region, Guinea and Mali, 1953, Army Map Service (AMS) NC 29-1 (Raster Image)	GNS	Mali
AM_AMS_NC2902L	Siguiri region, Guinea, 1953, Army Map Service (AMS) NC 29-2 (Raster Image)	GNS	Guinea | Siguiri
AM_AMS_NC2904L	Bougouni region, Mali, 1956, Army Map Service (AMS) NC 29-4 (Raster Image)	GNS	Mali | Bougouni
AM_AMS_NC2905L	Dabola region, Guinea, 1953, Army Map Service (AMS) NC 29-5 (Raster Image)	GNS	Guinea | Dabola
AM_AMS_NC2908L	Tengrela region, CÃ´te d'Ivoire and Mali, 1956, Army Map Service (AMS) NC 29-8 (Raster Image)	GNS	CÃ´te d'Ivoire | Tengrela
AM_AMS_NC2908L	Tengrela region, CÃ´te d'Ivoire and Mali, 1956, Army Map Service (AMS) NC 29-8 (Raster Image)	GNS	Mali
AM_AMS_NC2915L	Beyla region, Guinea and CÃ´te d'Ivoire, 1953, Army Map Service (AMS) NC 29-15 (Raster Image)	GNS	Guinea | Beyla
AM_AMS_NC2915L	Beyla region, Guinea and CÃ´te d'Ivoire, 1953, Army Map Service (AMS) NC 29-15 (Raster Image)	GNS	CÃ´te d'Ivoire
AM_AMS_NC2916L	Mankono region, CÃ´te d'Ivoire, 1953, Army Map Service (AMS) NC 29-16 (Raster Image)	GNS	CÃ´te d'Ivoire | Mankono
AM_AMS_NC3001L	Sikasso region, Mali and Burkina Faso, 1954, Army Map Service (AMS) NC 30-1 (Raster Image)	GNS	Mali | Sikasso
AM_AMS_NC3001L	Sikasso region, Mali and Burkina Faso, 1954, Army Map Service (AMS) NC 30-1 (Raster Image)	GNS	Burkina Faso
AM_AMS_NC3004L	Tenkodogo region, Burkina Faso, Ghana and Togo, 1954, Army Map Service (AMS) NC 30-4 (Raster Image)	GNS	Burkina Faso | Tenkodogo
AM_AMS_NC3004L	Tenkodogo region, Burkina Faso, Ghana and Togo, 1954, Army Map Service (AMS) NC 30-4 (Raster Image)	GNS	Ghana | Togo
AM_AMS_NC3005L	Banfora region, Burkina Faso, CÃ´te d'Ivoire and Mali, 1957, Army Map Service (AMS) NC 30-5 (Raster Image)	GNS	Burkina Faso | Banfora
AM_AMS_NC3005L	Banfora region, Burkina Faso, CÃ´te d'Ivoire and Mali, 1957, Army Map Service (AMS) NC 30-5 (Raster Image)	GNS	CÃ´te d'Ivoire | Mali
AM_AMS_NC3007L	Wa region, Ghana and Burkina Faso, 1955, Army Map Service (AMS) NC 30-7 (Raster Image)	GNS	Ghana | Wa
AM_AMS_NC3007L	Wa region, Ghana and Burkina Faso, 1955, Army Map Service (AMS) NC 30-7 (Raster Image)	GNS	Burkina Faso
AM_AMS_NC3010L	TÃ©hini region, CÃ´te d'Ivoire and Burkina Faso, 1955, Army Map Service (AMS) NC 30-10 (Raster Image)	GNS	CÃ´te d'Ivoire | TÃ©hini
AM_AMS_NC3010L	TÃ©hini region, CÃ´te d'Ivoire and Burkina Faso, 1955, Army Map Service (AMS) NC 30-10 (Raster Image)	GNS	Burkina Faso
AM_AMS_NC3011L	Bouna region, Burkina Faso, CÃ´te d'Ivoire and Ghana, 1954, Army Map Service (AMS) NC 30-11 (Raster Image)	GNS	Burkina Faso | Bouna
AM_AMS_NC3011L	Bouna region, Burkina Faso, CÃ´te d'Ivoire and Ghana, 1954, Army Map Service (AMS) NC 30-11 (Raster Image)	GNS	CÃ´te d'Ivoire | Ghana
AM_AMS_NC3014L	Dabakala region, CÃ´te d'Ivoire, 1955, Army Map Service (AMS) NC 30-14 (Raster Image)	GNS	CÃ´te d'Ivoire | Dabakala
AM_AMS_NC3015L	Bondoukou region, CÃ´te d'Ivoire and Ghana, 1954, Army Map Service (AMS) NC 30-15 (Raster Image)	GNS	CÃ´te d'Ivoire | Bondoukou
AM_AMS_NC3015L	Bondoukou region, CÃ´te d'Ivoire and Ghana, 1954, Army Map Service (AMS) NC 30-15 (Raster Image)	GNS	Ghana
AM_AMS_NC3406L	Djouna region, Chad, 1963, Army Map Service (AMS) NC 34-6 (Raster Image)	GNS	Chad | Djouna
AM_AMS_ND3001L	Nampala region, Mali and Mauritania, 1953, Army Map Service (AMS) ND 30-1 (Raster Image)	GNS	Mali | Nampala
AM_AMS_ND3001L	Nampala region, Mali and Mauritania, 1953, Army Map Service (AMS) ND 30-1 (Raster Image)	GNS	Mauritania
AM_AMS_ND3002L	NiafounkÃ© region, Mali, 1952, Army Map Service (AMS) ND 30-2 (Raster Image)	GNS	Mali | NiafounkÃ©
