layer_id	Title	Thesaurus	placekeys
ESRI06USBLKPOP_UT	ESRI Data & Maps 2006 : U.S. Census Block Centroid Populations : Utah	GNIS	Utah
ESRI06USBLKPOP_VA	ESRI Data & Maps 2006 : U.S. Census Block Centroid Populations : Virginia	GNIS	Virginia
ESRI06USBLKPOP_VT	ESRI Data & Maps 2006 : U.S. Census Block Centroid Populations : Vermont	GNIS	Vermont
ESRI06USBLKPOP_WA	ESRI Data & Maps 2006 : U.S. Census Block Centroid Populations : Washington	GNIS	Washington
ESRI06USBLKPOP_WI	ESRI Data & Maps 2006 : U.S. Census Block Centroid Populations : Wisconsin	GNIS	Wisconsin
ESRI06USBLKPOP_WV	ESRI Data & Maps 2006 : U.S. Census Block Centroid Populations : West Virginia	GNIS	West Virginia
ESRI06USBLKPOP_WY	ESRI Data & Maps 2006 : U.S. Census Block Centroid Populations : Wyoming	GNIS	Wyoming
ESRI06USBLOCKPOP	ESRI Data & Maps 2006 : U.S. Census Block Centroid Populations	LCSH	United States
ESRI06USCBSA	ESRI Data & Maps 2006 : U.S. Core Based Statistical Areas	LCSH	United States
ESRI06USCOUNTIES	ESRI Data & Maps 2006 : U.S. Counties (Generalized)	LCSH	United States
ESRI06USTRACTS	ESRI Data & Maps 2006 : U.S. Census Tracts	LCSH	United States
ESRI06USZIP3	ESRI Data & Maps 2006 : U.S. ZIP Code Areas (Three-Digit)	LCSH	United States
ESRI06USZIP_POLY	ESRI Data & Maps 2006 : U.S. ZIP Code Areas (Five-Digit)	LCSH	United States
ESRI06USZIP_USA	ESRI Data & Maps 2006 : U.S. ZIP Code Points	LCSH	United States
ESRI07CANAREACODE	Canada Telephone Area Code Boundaries : ESRI Data & Maps 2007	LCSH	Canada
ESRI07CANMDCITIES	Canada Middle Cities : ESRI Data & Maps 2007	LCSH	Canada
ESRI07CANMJCITIES	Canada Major Cities : ESRI Data & Maps 2007	LCSH	Canada
ESRI07CANMJRROADS	Canada Highways : ESRI Data & Maps 2007	LCSH	Canada
ESRI07CANMUNICIPLT	Canada Municipalities : ESRI Data & Maps 2007	LCSH	Canada
ESRI07CANPOSTAL	Canada FSA Postal Centroids : ESRI Data & Maps 2007	LCSH	Canada
ESRI07CANPROVINCE	Canada Provinces : ESRI Data & Maps 2007	LCSH	Canada
ESRI07CANREGNMUNI	Canada Regional Municipalities : ESRI Data & Maps 2007	LCSH	Canada
ESRI07EURCITIES	Europe Cities : ESRI Data & Maps 2007	LCSH	Europe
ESRI07EURCOUNTRY	Europe Countries : ESRI Data & Maps 2007	LCSH	Europe
ESRI07EURFERRIES	Europe Ferries : ESRI Data & Maps 2007	LCSH	Europe
ESRI07EURMJRLAKES	Europe Major Lakes : ESRI Data & Maps 2007	LCSH	Europe
ESRI07EURMJRRIVERS	Europe Major Rivers : ESRI Data & Maps 2007	LCSH	Europe
ESRI07EURMJRROADS	Europe Major Roads : ESRI Data & Maps 2007	LCSH	Europe
ESRI07EURNUTS0	Europe NUTS 0 Demographics : ESRI Data & Maps 2007	LCSH	Europe
ESRI07EURNUTS1	Europe NUTS 1 Demographics : ESRI Data & Maps 2007	LCSH	Europe
ESRI07EURNUTS2	Europe NUTS 2 Demographics : ESRI Data & Maps 2007	LCSH	Europe
ESRI07EURNUTS3	Europe NUTS 3 Demographics : ESRI Data & Maps 2007	LCSH	Europe
ESRI07EURPLACES	Europe Places : ESRI Data & Maps 2007	LCSH	Europe
ESRI07EURPROV1	Europe Level 1 Provinces : ESRI Data & Maps 2007	LCSH	Europe
ESRI07EURPROV2	Europe Level 2 Provinces : ESRI Data & Maps 2007	LCSH	Europe
ESRI07EURPROV3	Europe Level 3 Provinces : ESRI Data & Maps 2007	LCSH	Europe
ESRI07EURRAILS	Europe Railroads : ESRI Data & Maps 2007	LCSH	Europe
ESRI07EURROADS	Europe Roads : ESRI Data & Maps 2007	LCSH	Europe
ESRI07EURRR_STNS	Europe Railroad Stations : ESRI Data & Maps 2007	LCSH	Europe
ESRI07EURURBAN	Europe Urbanized Areas : ESRI Data & Maps 2007	LCSH	Europe
ESRI07EURWATER	Europe Water Bodies : ESRI Data & Maps 2007	LCSH	Europe
ESRI07MXADMIN	Mexico Municipalities : ESRI Data & Maps 2007	LCSH	Mexico
ESRI07MXCITY	Mexico Cities : ESRI Data & Maps 2007	LCSH	Mexico
ESRI07MXHYDRO_L	Mexico Rivers and Streams : ESRI Data & Maps 2007	LCSH	Mexico
ESRI07MXHYDRO_P	Mexico Water Bodies : ESRI Data & Maps 2007	LCSH	Mexico
ESRI07MXRAILS	Mexico Railroads : ESRI Data & Maps 2007	LCSH	Mexico
ESRI07MXROADS	Mexico Roads : ESRI Data & Maps 2007	LCSH	Mexico
ESRI07MXSTATES	Mexico States : ESRI Data & Maps 2007	LCSH	Mexico
ESRI07MXURBAN	Mexico Urban Areas : ESRI Data & Maps 2007	LCSH	Mexico
ESRI07USAREACODE	U.S. Telephone Area Code Boundaries : ESRI Data & Maps 2007	LCSH	United States
ESRI07USBLKGRP	U.S. Census Block Groups : ESRI Data & Maps 2007	LCSH	United States
ESRI07USBLKPOP_AK	Alaska U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Alaska
ESRI07USBLKPOP_AL	Alabama U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Alabama
ESRI07USBLKPOP_AR	Arkansas U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Arkansas
ESRI07USBLKPOP_AZ	Arizona U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Arizona
ESRI07USBLKPOP_CA	California U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	California
ESRI07USBLKPOP_CO	Colorado U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Colorado
ESRI07USBLKPOP_CT	Connecticut U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Connecticut
ESRI07USBLKPOP_DC	District of Columbia U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	District of Columbia
ESRI07USBLKPOP_DC	District of Columbia U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	None	Washington (D.C.)
ESRI07USBLKPOP_DE	Delaware U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Delaware
ESRI07USBLKPOP_FL	Florida U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Florida
ESRI07USBLKPOP_GA	Georgia U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Georgia
ESRI07USBLKPOP_HI	Hawaii U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Hawaii
ESRI07USBLKPOP_IA	Iowa U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Iowa
ESRI07USBLKPOP_ID	Idaho U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Idaho
ESRI07USBLKPOP_IL	Illinois U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Illinois
ESRI07USBLKPOP_IN	Indiana U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Indiana
ESRI07USBLKPOP_KS	Kansas U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Kansas
ESRI07USBLKPOP_KY	Kentucky U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Kentucky
ESRI07USBLKPOP_LA	Louisiana U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Louisiana
ESRI07USBLKPOP_MA	Massachusetts U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Massachusetts
ESRI07USBLKPOP_MD	Maryland U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Maryland
ESRI07USBLKPOP_ME	Maine U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Maine
ESRI07USBLKPOP_MI	Michigan U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Michigan
ESRI07USBLKPOP_MN	Minnesota U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Minnesota
ESRI07USBLKPOP_MO	Missouri U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Missouri
ESRI07USBLKPOP_MS	Mississippi U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Mississippi
ESRI07USBLKPOP_MT	Montana U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Montana
ESRI07USBLKPOP_NC	North Carolina U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	North Carolina
ESRI07USBLKPOP_ND	North Dakota U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	North Dakota
ESRI07USBLKPOP_NE	Nebraska U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Nebraska
ESRI07USBLKPOP_NH	New Hampshire U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	New Hampshire
ESRI07USBLKPOP_NJ	New Jersey U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	New Jersey
ESRI07USBLKPOP_NM	New Mexico U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	New Mexico
ESRI07USBLKPOP_NV	Nevada U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Nevada
ESRI07USBLKPOP_NY	New York U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	New York
ESRI07USBLKPOP_OH	Ohio U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Ohio
ESRI07USBLKPOP_OK	Oklahoma U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Oklahoma
ESRI07USBLKPOP_OR	Oregon U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Oregon
ESRI07USBLKPOP_PA	Pennsylvania U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Pennsylvania
ESRI07USBLKPOP_RI	Rhode Island U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Rhode Island
ESRI07USBLKPOP_SC	South Carolina U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	South Carolina
ESRI07USBLKPOP_SD	South Dakota U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	South Dakota
ESRI07USBLKPOP_TN	Tennessee U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Tennessee
ESRI07USBLKPOP_TX	Texas U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Texas
ESRI07USBLKPOP_UT	Utah U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Utah
ESRI07USBLKPOP_VA	Virginia U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Virginia
ESRI07USBLKPOP_VT	Vermont U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Vermont
ESRI07USBLKPOP_WA	Washington U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Washington
ESRI07USBLKPOP_WI	Wisconsin U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Wisconsin
ESRI07USBLKPOP_WV	West Virginia U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	West Virginia
ESRI07USBLKPOP_WY	Wyoming U.S. Census Block Centroid Populations : ESRI Data & Maps 2007	GNIS	Wyoming
ESRI07USCBSA	U.S. Core Based Statistical Areas : ESRI Data & Maps 2007	LCSH	United States
ESRI07USCOUNTIES	U.S. Counties (Generalized) : ESRI Data & Maps 2007	None	United States
ESRI07USDTL_CNTY_LN	U.S. County Boundaries : ESRI Data & Maps 2007	LCSH	United States
ESRI07USDTL_ST_LN	U.S. State Boundaries : ESRI Data & Maps 2007	LCSH	United States
ESRI07USGBLDING	U.S. Geographic Names Information System Buildings : ESRI Data & Maps 2007	LCSH	United States
ESRI07USGCEMETRY	U.S. Geographic Names Information System Cemeteries : ESRI Data & Maps 2007	LCSH	United States
ESRI07USGCHURCH	U.S. Geographic Names Information System Churches : ESRI Data & Maps 2007	LCSH	United States
ESRI07USGGOLF	U.S. Geographic Names Information System Golf Locales : ESRI Data & Maps 2007	LCSH	United States
ESRI07USGHOSPITAL	U.S. Geographic Names Information System Hospitals : ESRI Data & Maps 2007	LCSH	United States
ESRI07USGLOCALE	U.S. Geographic Names Information System Locales : ESRI Data & Maps 2007	LCSH	United States
ESRI07USGPPL	U.S. Geographic Names Information System Populated Places : ESRI Data & Maps 2007	LCSH	United States
ESRI07USGSCHOOLS	U.S. Geographic Names Information System Schools : ESRI Data & Maps 2007	LCSH	United States
ESRI07USGSUMMIT	U.S. Geographic Names Information System Summits : ESRI Data & Maps 2007	LCSH	United States
ESRI07USHOSPITALS	U.S. Hospitals : ESRI Data & Maps 2007	LCSH	United States
ESRI07USSTATES	U.S. States (Generalized) : ESRI Data & Maps 2007	LCSH	United States
ESRI07USTRACTS	U.S. Census Tracts : ESRI Data & Maps 2007	LCSH	United States
ESRI07USURBAN_DTL	U.S. National Atlas Urbanized Areas : ESRI Data & Maps 2007	LCSH	United States
ESRI07USZIP3	U.S. ZIP Code Areas (Three-Digit) : ESRI Data & Maps 2007	LCSH	United States
ESRI07USZIP_POLY	U.S. ZIP Code Areas (Five-Digit) : ESRI Data & Maps 2007	LCSH	United States
ESRI07USZIP_USA	U.S. ZIP Code Points : ESRI Data & Maps 2007	LCSH	United States
ESRI08EURRAILS	Europe Railroads : ESRI Data & Maps 2008	LCSH	Europe
ESRI08EURROADS	Europe Roads : ESRI Data & Maps 2008	LCSH	Europe
ESRI08EURWATER	Europe Water Bodies : ESRI Data & Maps 2008	LCSH	Europe
ESRI08MXHYDRO_L	Mexico Rivers and Streams : ESRI Data & Maps 2008	LCSH	Mexico
ESRI08MXURBAN	Mexico Urban Areas : ESRI Data & Maps 2008	LCSH	Mexico
ESRI08USCITIES	U.S. Cities : ESRI Data & Maps 2008	LCSH	United States
ESRI08WLDCITIES	World Cities : ESRI Data & Maps 2008	None	World
ESRI08WLDCNTRY08	World Countries 2008 : ESRI Data & Maps 2008	None	World
ESRI08WLDCNTRY08_LN	World Country Boundaries : ESRI Data & Maps 2008	None	World
ESRI08WLDCNTRY_IPC	World Census IPC Demographics : ESRI Data & Maps 2008	None	World
ESRI08WLDCOUNTRY	World Countries (Generalized) : ESRI Data & Maps 2008	None	World
ESRI08WLDCOUNTRY_LN	World Country Boundaries (Generalized) : ESRI Data & Maps 2008	None	World
ESRI08WLDGAZ	World Gazetteer : ESRI Data & Maps 2008	None	World
ESRI08WLDUTMZONE	World UTM Zones : ESRI Data & Maps 2008	None	World
ESRI09EURCITIES	Europe Cities : ESRI Data & Maps 2009	LCSH	Europe
ESRI09EURCOUNTRIES	Europe Countries : ESRI Data & Maps 2009	LCSH	Europe
ESRI09EURFERRIES	Europe Ferries : ESRI Data & Maps 2009	LCSH	Europe
ESRI09EURMJRLAKES	Europe Major Lakes : ESRI Data & Maps 2009	LCSH	Europe
ESRI09EURMJRRIVERS	Europe Major Rivers : ESRI Data & Maps 2009	LCSH	Europe
ESRI09EURMJRROADS	Europe Major Roads : ESRI Data & Maps 2009	LCSH	Europe
ESRI09EURNUTS0	Europe NUTS 0 Demographics : ESRI Data & Maps 2009	LCSH	Europe
ESRI09EURNUTS1	Europe NUTS 1 Demographics : ESRI Data & Maps 2009	LCSH	Europe
ESRI09EURNUTS2	Europe NUTS 2 Demographics : ESRI Data & Maps 2009	LCSH	Europe
ESRI09EURNUTS3	Europe NUTS 3 Demographics : ESRI Data & Maps 2009	LCSH	Europe
ESRI09EURPLACES	Europe Places : ESRI Data & Maps 2009	LCSH	Europe
ESRI09EURPROV1	Europe Level 1 Provinces : ESRI Data & Maps 2009	LCSH	Europe
ESRI09EURPROV2	Europe Level 2 Provinces : ESRI Data & Maps 2009	LCSH	Europe
ESRI09EURPROV3	Europe Level 3 Provinces : ESRI Data & Maps 2009	LCSH	Europe
ESRI09EURRAILS	Europe Railroads : ESRI Data & Maps 2009	LCSH	Europe
ESRI09EURROADS	Europe Roads : ESRI Data & Maps 2009	LCSH	Europe
ESRI09EURRR_STNS	Europe Railroad Stations : ESRI Data & Maps 2009	LCSH	Europe
ESRI09EURURBAN	Europe Urbanized Areas : ESRI Data & Maps 2009	LCSH	Europe
ESRI09EURWATER	Europe Water Bodies : ESRI Data & Maps 2009	None	Europe
ESRI09MXADMIN	Mexico Municipalities : ESRI Data & Maps 2009	GNS	Mexico
ESRI09MXCITIES	Mexico Cities : ESRI Data & Maps 2009	GNS	Mexico
ESRI09MXCONTOURS	Mexico Contours : ESRI Data & Maps 2009	GNS	Mexico
ESRI09MXHYDRO_L	Mexico Rivers and Streams : ESRI Data & Maps 2009	GNS	Mexico
ESRI09MXHYDRO_P	Mexico Water Bodies : ESRI Data & Maps 2009	GNS	Mexico
ESRI09MXROADS	Mexico Roads : ESRI Data & Maps 2009	GNS	Mexico
ESRI09MXSTATES	Mexico States : ESRI Data & Maps 2009	GNS	Mexico
ESRI09MXURBAN	Mexico Urban Areas : ESRI Data & Maps 2009	GNS	Mexico
ESRI09USAREACODE	U.S. Telephone Area Code Boundaries : ESRI Data & Maps 2009	LCSH	United States
ESRI09USCBSA	U.S. Core Based Statistical Areas : ESRI Data & Maps 2009	LCSH	United States
ESRI09USCOUNTIES	U.S. Counties (Generalized) : ESRI Data & Maps 2009	LCSH	United States
ESRI09USSTATES	U.S. States (Generalized) : ESRI Data & Maps 2009	LCSH	United States
ESRI09WLDLAKES	World Lakes : ESRI Data & Maps 2009	None	World
ESRI09WLDUTMZONE	World UTM Zones : ESRI Data & Maps 2009	None	World
ESRI10EURNUTS0	Europe NUTS 0 Demographics : ESRI Data & Maps 2010	LCSH	Europe
ESRI10EURNUTS1	Europe NUTS 1 Demographics : ESRI Data & Maps 2010	LCSH	Europe
ESRI10EURNUTS2	Europe NUTS 2 Demographics : ESRI Data & Maps 2010	LCSH	Europe
ESRI10EURNUTS3	Europe NUTS 3 Demographics : ESRI Data & Maps 2010	LCSH	Europe
ESRI10USCBSA	U.S. Core Based Statistical Areas : ESRI Data & Maps 2010	LCSH	United States
ESRI10USCOUNTIES	U.S. Counties (Generalized) : ESRI Data & Maps 2010	LCSH	United States
ESRI10USSTATES	U.S. States (Generalized) : ESRI Data & Maps 2010	LCSH	United States
ESRI10USTOPOQ24	U.S. USGS 1:24,000 Topographic Quadrangle Series Index : ESRI Data & Maps 2010	LCSH	United States
ESRI10WLDAIRPORTS	World Airports : ESRI Data & Maps 2010	None	World
ESRI10WLDCITIES	World Cities : ESRI Data & Maps 2010	None	World
ESRI10WLDHYDROLINES	World Linear Water : ESRI Data & Maps 2010	None	World
ESRI10WLDHYDROPOLYS	World Water Bodies : ESRI Data & Maps 2010	None	World
ESRI10WLDPOP_PLACES	World Populated Places : ESRI Data & Maps 2010	None	World
ESRI10WLDRAILROADS	World Railroads : ESRI Data & Maps 2010	None	World
ESRI10WLDROADS	World Roads : ESRI Data & Maps 2010	None	World
ESRI10WLDURBAN_AREA	World Urban Areas : ESRI Data & Maps 2010	None	World
ESRI12EURNUTS0	Europe NUTS 0 Demographics : Esri Data & Maps 2012	LCSH	Europe
ESRI12EURNUTS1	Europe NUTS 1 Demographics : Esri Data & Maps 2012	LCSH	Europe
ESRI12EURNUTS2	Europe NUTS 2 Demographics : Esri Data & Maps 2012	LCSH	Europe
ESRI12EURNUTS3	Europe NUTS 3 Demographics : Esri Data & Maps 2012	LCSH	Europe
ESRI12USBLKPOP	U.S. Census Block Centroid Populations : Esri Data & Maps 2012	LCSH	United States
ESRI12USCBSA	U.S. Core Based Statistical Areas : Esri Data & Maps 2012	LCSH	United States
ESRI12USRIVERS	U.S. Rivers (Generalized) : Esri Data & Maps 2012	LCSH	United States
ESRI12WLDCITIES	World Cities : Esri Data & Maps 2012	None	World
ESRI12WLDCONTOURS	World Contours : Esri Data & Maps 2012	None	World
ESRI12WLDCOUNTRY	World Countries : Esri Data & Maps 2012	None	World
ESRI12WLDHYDROLINES	World Linear Water : Esri Data & Maps 2012	None	World
ESRI12WLDHYDROPOLYS	World Water Bodies : Esri Data & Maps 2012	None	World
ESRI12WLDLATLONG	World Latitude and Longitude Grids : Esri Data & Maps 2012	None	World
ESRI12WLDPOP_PLACES	World Populated Places : Esri Data & Maps 2012	None	World
ESRI12WLDRAILROADS	World Railroads : Esri Data & Maps 2012	None	World
ESRI12WLDRIVERS	World Rivers : Esri Data & Maps 2012	None	World
ESRI12WLDROADS	World Roads : Esri Data & Maps 2012	None	World
ESRI12WLDTIMEZONE	World Time Zones : Esri Data & Maps 2012	None	World
ESRI12WLDURBAN_AREA	World Urban Areas : Esri Data & Maps 2012	None	World
ESRIADMIN00	World Administrative Units 2000	None	World
ESRICANINDNRSRV	Canada Indian Reserves	None	Canada
ESRICANMDCITIES	Canada Middle Cities	None	Canada
ESRICANMJCITIES	Canada Major Cities	None	Canada
ESRICANMJRDS	Canada Highways	GNS (NIMA)	Canada
ESRICANMUNICPLT	Canada Municipalities	None	Canada
ESRICANNATLPARK	Canada National Parks	None	Canada
ESRICANPOSTAL	Canada FSA Postal Centroids	None	Canada
ESRICANPROVINCE	Canada Provinces	None	Canada
ESRICANPROVPARK	Canada Provincial Parks	None	Canada
ESRICANRAILS	Canada Railways	None	Canada
ESRICANWATER	Canada Water Bodies	None	Canada
ESRICNTRY00	World Countries 2000	None	World
ESRICONTINENT	World Continents	None	World
ESRICOUNTRY	ESRICOUNTRY - World Countries	political	political
ESRIEURCANALS	Europe Canals	None	Europe
ESRIEURCITIES	Europe Cities	None	Europe
ESRIEURCOUNTRY	Europe Countries	None	Europe
ESRIEURDEMOG	ESRI Data & Maps 2000 : Europe Province/State Demographics	LCSH	Europe
ESRIEURMJROADS	Europe Major Roads	None	Europe
ESRIEURMJWATER	Europe Major Water	None	Europe
ESRIEURPLACES	Europe Places	None	Europe
ESRIEURPROVINCE	Europe Provinces	None	Europe
ESRIEURPURPOWER	Europe Province/State Purchasing Power	None	Europe
ESRIEURRAILS	ESRI Data & Maps 2000 : Europe Railroads	LCSH	Europe
ESRIEURREGIONS	Europe Regional Demographics	None	Europe
ESRIEURROADS	Europe Roads	None	Europe
ESRIEURURBAN	Europe Urbanized Areas	None	Europe
ESRIEURWATER	Europe Water Bodies	None	Europe
ESRIGEPLZZIP1	Germany One-Digit Zip Code Zones (PLZgrenzen)	None	Germany
ESRIGEPLZZIP2	Germany Two-Digit Zip Code Regions (PLZgrenzen)	None	Germany
ESRIGEPLZZIP5	Germany Five-Digit Zip Code Areas (PLZgrenzen)	None	Germany
ESRIMXCITIES	Mexico Cities	None	Mexico
ESRIMXDRAINAGE	Mexico Drainage Systems	None	Mexico
ESRIMXLAKES	Mexico Lakes	None	Mexico
ESRIMXRIVERS	Mexico Rivers	None	Mexico
ESRIMXROADS	Mexico Roads	None	Mexico
ESRIMXROADS_RT	Mexico Road Routes	None	Mexico
ESRIMXSTATES	Mexico States	None	Mexico
ESRIREGION	World Regions	None	World
ESRIREGNMUNI	Canada Regional Municipalities	GNS (NIMA)	Canada
ESRITIMEZONE	World Time Zones	None	World
ESRIUSADI	U.S. Areas of Dominant Influence	None	United States
ESRIUSAIRPOLY	U.S. GDT Airports	None	United States
ESRIUSAREACODE	U.S. Telephone Area Code Boundaries	None	United States
ESRIUSCITIES	U.S. Cities	None	United States
ESRIUSCITIES_DTL	U.S. National Atlas Cities	None	United States
ESRIUSDMA	U.S. Designated Market Areas	None	United States
ESRIUSDRAINAGE	U.S. Drainage Systems (Generalized)	None	United States
ESRIUSFEDLANDL	U.S. National Atlas Federal Land Lines	None	United States
ESRIUSFEDLANDP	U.S. National Atlas Federal and Indian Land Areas	None	United States
ESRIUSHIGHWAYS	U.S. National Transportation Atlas Highways	None	United States
ESRIUSINSTITUT	U.S. GDT Institutions	None	United States
ESRIUSINTRSTAT	U.S. National Transportation Atlas Interstate Highways	None	United States
ESRIUSLAKES	U.S. Lakes (Generalized)	None	United States
ESRIUSLALNDMRK	U.S. GDT Large Area Landmarks	None	United States
ESRIUSMAJRDNET	U.S. National Transportation Atlas Major Road Net	None	United States
ESRIUSMJRRDS	U.S. Major Roads	None	United States
ESRIUSMJWATER	U.S. Major Water	None	United States
ESRIUSMSA	U.S. Metropolitan Statistical Areas	None	United States
ESRIUSPARKLAND	U.S. GDT Park Landmarks	None	United States
ESRIUSPARKS	U.S. Parks	None	United States
ESRIUSPLACEPLY	U.S. Populated Place Areas	None	United States
ESRIUSPLACES	U.S. Populated Place Points	None	United States
ESRIUSRAIL100K	U.S. National Transportation Atlas Railroads	None	United States
ESRIUSRECAREAS	U.S. GDT Recreation Areas	None	United States
ESRIUSRETLCNTR	U.S. GDT Retail Centers	None	United States
ESRIUSRIVERS	U.S. Rivers (Generalized)	None	United States
ESRIUSROADS	U.S. Roads (Generalized)	None	United States
ESRIUSROADS_RT	U.S. Road Routes (Generalized)	None	United States
ESRIUSSPCSZN27	U.S. State Plane Zones (NAD 1927)	None	United States
ESRIUSSPCSZN83	U.S. State Plane Zones (NAD 1983)	None	United States
ESRIUSTOPOQ100	U.S. USGS 1:100,000 Topographic Quadrangle Series Indexes	None	United States
ESRIUSTOPOQ24	U.S. USGS 1:24,000 Topographic Quadrangle Series Indexes	None	United States
ESRIUSTOPOQ250	U.S. USGS 1:250,000 Topographic Quadrangle Series Indexes	None	United States
ESRIUSTRACTS	U.S. Tracts	None	United States
ESRIUSTRANTERM	U.S. GDT Transportation Terminals	None	United States
ESRIUSURBAN	U.S. Urbanized Areas	None	United States
ESRIUSURBAN_DTL	U.S. National Atlas Urbanized Areas	None	United States
ESRIUSUSROUTE	U.S. National Transportation Atlas U.S. Highway Routes	None	United States
ESRIUSVOLCANO	U.S. National Atlas Volcanoes	None	United States
ESRIUSZIP3	U.S. Three-Digit ZIP Code Areas	None	United States
ESRIUSZIP_POLY	U.S. ZIP Code Areas	None	United States
ESRIUSZIP_USA	U.S. ZIP Code Points	None	United States
ESRIUTMZONE	World UTM Zones	None	World
ESRIWORLD30	World Map Background	None	World
EURATLAS_1ST_LEVEL_DIV_1000	First-level Administrative Divisions, Europe, Year 1000	LCSH	Europe
EURATLAS_1ST_LEVEL_DIV_1100	First-level Administrative Divisions, Europe, Year 1100	LCSH	Europe
EURATLAS_1ST_LEVEL_DIV_1200	First-level Administrative Divisions, Europe, Year 1200	LCSH	Europe
EURATLAS_1ST_LEVEL_DIV_1400	First-level Administrative Divisions, Europe, Year 1400	LCSH	Europe
EURATLAS_1ST_LEVEL_DIV_1500	First-level Administrative Divisions, Europe, Year 1500	LCSH	Europe
EURATLAS_1ST_LEVEL_DIV_1600	First-level Administrative Divisions, Europe, Year 1600	LCSH	Europe
EURATLAS_1ST_LEVEL_DIV_1700	First-level Administrative Divisions, Europe, Year 1700	LCSH	Europe
EURATLAS_1ST_LEVEL_DIV_1800	First-level Administrative Divisions, Europe, Year 1800	LCSH	Europe
EURATLAS_1ST_LEVEL_DIV_1900	First-level Administrative Divisions, Europe, Year 1900	LCSH	Europe
EURATLAS_1ST_LEVEL_DIV_2000	First-level Administrative Divisions, Europe, Year 2000	LCSH	Europe
EURATLAS_1ST_LEVEL_DIV_300	First-level Administrative Divisions, Europe, Year 300	LCSH	Europe
EURATLAS_1ST_LEVEL_DIV_400	First-level Administrative Divisions, Europe, Year 400	LCSH	Europe
EURATLAS_1ST_LEVEL_DIV_500	First-level Administrative Divisions, Europe, Year 500	LCSH	Europe
EURATLAS_1ST_LEVEL_DIV_600	First-level Administrative Divisions, Europe, Year 600	LCSH	Europe
EURATLAS_1ST_LEVEL_DIV_700	First-level Administrative Divisions, Europe, Year 700	LCSH	Europe
