layer_id,Title,Source,URI,Label
TG00GUGRP,"UA Census Block Groups, 1990 - Guam",GNIS,http://sws.geonames.org/4043988,Guam
TG00GUGRP00,"UA Census Block Groups, 2000 - Guam",GNIS,http://sws.geonames.org/4043988,Guam
TG00GULKA,"UA Census Class A Roads, 2000 - Guam",GNIS,http://sws.geonames.org/4043988,Guam
TG00GULKC,"UA Census Miscellaneous Ground Transportation Features, 2000 - Guam",GNIS,http://sws.geonames.org/4043988,Guam
TG00GULKD,"UA Census Landmark Line Features, 2000 - Guam",GNIS,http://sws.geonames.org/4043988,Guam
TG00GULKE,"UA Census Physical Features, 2000 - Guam",GNIS,http://sws.geonames.org/4043988,Guam
TG00GULKF,"UA Census Non-Visible Boundaries, 2000 - Guam",GNIS,http://sws.geonames.org/4043988,Guam
TG00GULKH,"UA Census Hydrographic Features, 2000 - Guam",GNIS,http://sws.geonames.org/4043988,Guam
TG00GULPT,"UA Census Landmark Point Features, 2000 - Guam",GNIS,http://sws.geonames.org/4043988,Guam
TG00GULPY,"UA Census Landmark Polygon Features, 2000 - Guam",GNIS,http://sws.geonames.org/4043988,Guam
TG00GUPLC,"UA Census Places, 1990 - Guam",GNIS,http://sws.geonames.org/4043988,Guam
TG00GUPLC00,"UA Census Places, 2000 - Guam",GNIS,http://sws.geonames.org/4043988,Guam
TG00GUPUMA,"UA Census Public Use Microdata Areas, 2000 - Guam",GNIS,http://sws.geonames.org/4043988,Guam
TG00GUTRT,"UA Census Tracts, 1990 - Guam",GNIS,http://sws.geonames.org/4043988,Guam
TG00GUTRT00,"UA Census Tracts, 2000 - Guam",GNIS,http://sws.geonames.org/4043988,Guam
TG00GUUNI,"UA Census Unified School Districts, 2000 - Guam",GNIS,http://sws.geonames.org/4043988,Guam
TG00GUURB00,"UA Census Urbanized Areas, 2000 - Guam",GNIS,http://sws.geonames.org/4043988,Guam
TG00GUWAT,"UA Census Water Bodies, 2000 - Guam",GNIS,http://sws.geonames.org/4043988,Guam
AMS7810_S250_U54_NF49_10,AMS China : Chan-chiang Region (Raster Image),None,http://sws.geonames.org/1809935,Guangdong
AMS7810_S250_U54_NF49_11,AMS China : Tien-pai Region (Raster Image),None,http://sws.geonames.org/1809935,Guangdong
AMS7810_S250_U54_NF49_12,AMS China : Ch'ih-ch'i Region (Raster Image),None,http://sws.geonames.org/1809935,Guangdong
AMS7810_S250_U54_NF49_14,AMS China : Hai-k'ang Region (Raster Image),None,http://sws.geonames.org/1809935,Guangdong
AMS7810_S250_U54_NF49_4,AMS China : Kuang-chou Region (Raster Image),None,http://sws.geonames.org/1809935,Guangdong
AMS7810_S250_U54_NF49_7,AMS China : Lo-ting Region (Raster Image),None,http://sws.geonames.org/1809935,Guangdong
AMS7810_S250_U54_NF49_8,AMS China : Chung-shan Region (Raster Image),None,http://sws.geonames.org/1809935,Guangdong
AMS7810_S250_U54_NF50_1,AMS China : Ho-yÃƒÆ’Ã‚Â¼an Region (Raster Image),None,http://sws.geonames.org/1809935,Guangdong
AMS7810_S250_U54_NF50_5,AMS China : Hong Kong Region (Raster Image),None,http://sws.geonames.org/1809935,Guangdong
AMS7810_S250_U54_NF50_6,AMS China : Lu-feng Region (Raster Image),None,http://sws.geonames.org/1809935,Guangdong
AMS7810_S250_U54_NG49_11,AMS China : Ch'Ãƒâ€šÃ‚Â¿Ãƒâ€šÃ‚Â¿an-hsien Region (Raster Image),None,http://sws.geonames.org/1809935,Guangdong
AMS7810_S250_U54_NG49_15,AMS China : Ho-hsien Region (Raster Image),None,http://sws.geonames.org/1809935,Guangdong
AMS7810_S250_U54_NG48_10,AMS China : Ch'Ãƒâ€šÃ‚Â¿Ãƒâ€šÃ‚Â¿-ching Region (Raster Image),None,http://sws.geonames.org/1809445,Guizhou
AMS7810_S250_U54_NG48_11,AMS China : Ch'ing-lung Region (Raster Image),None,http://sws.geonames.org/1809445,Guizhou
AMS7810_S250_U54_NG48_12,AMS China : Tu-shan Region (Raster Image),None,http://sws.geonames.org/1809445,Guizhou
AMS7810_S250_U54_NG48_14,AMS China : Lo-p'ing Region (Raster Image),None,http://sws.geonames.org/1809445,Guizhou
AMS7810_S250_U54_NG48_15,AMS China : Kuang-nan Region (Raster Image),None,http://sws.geonames.org/1809445,Guizhou
AMS7810_S250_U54_NG48_4,AMS China : Tsun-i Region (Raster Image),None,http://sws.geonames.org/1809445,Guizhou
AMS7810_S250_U54_NG49_1,AMS China : YÃƒâ€šÃ‚Â¿Ãƒâ€šÃ‚Â¿-p'ing Region (Raster Image),None,http://sws.geonames.org/1809445,Guizhou
AMS7810_S250_U54_NG49_2,AMS China : Chih-chiang Region (Raster Image),None,http://sws.geonames.org/1809445,Guizhou
AMS7810_S250_U54_NG49_5,AMS China : San-sui Region (Raster Image),None,http://sws.geonames.org/1809445,Guizhou
AMS7810_S250_U54_NG49_6,AMS China : Ching-hsien Region (Raster Image),None,http://sws.geonames.org/1809445,Guizhou
AMS7810_S250_U54_NG49_9,AMS China : Jung-chiang Region (Raster Image),None,http://sws.geonames.org/1809445,Guizhou
AMS7810_S250_U54_NH48_12,AMS China : Ch'ung-ch'ing Region (Raster Image),None,http://sws.geonames.org/1809445,Guizhou
AMS7810_S250_U54_NH48_16,AMS China : T'ung-tzu Region (Raster Image),None,http://sws.geonames.org/1809445,Guizhou
AMS7810_S250_U54_NH49_13,AMS China : Sung-t'ao Region (Raster Image),None,http://sws.geonames.org/1809445,Guizhou
ESRI04HIBLKPOP,ESRI Data & Maps 2004 : U.S. Census Block Centroid Populations : Hawaii,GNIS,http://sws.geonames.org/5855797,Hawaii
ESRI05USBLKPOP_HI,ESRI Data & Maps 2005 : U.S. Census Block Centroid Populations : Hawaii,GNIS,http://sws.geonames.org/5855797,Hawaii
ESRI05USDTL_RIVERS_HI,ESRI Data & Maps 2005 : U.S. Rivers and Streams : Hawaii,GNIS,http://sws.geonames.org/5855797,Hawaii
ESRI06USBLKPOP_HI,ESRI Data & Maps 2006 : U.S. Census Block Centroid Populations : Hawaii,GNIS,http://sws.geonames.org/5855797,Hawaii
ESRI07USBLKPOP_HI,Hawaii U.S. Census Block Centroid Populations : ESRI Data & Maps 2007,GNIS,http://sws.geonames.org/5855797,Hawaii
FEMA_15_FLD_HAZ_AR_HI,"Flood Insurance Risk Zones, Hawaii, 2011",GNIS,http://sws.geonames.org/5855797,Hawaii
MACON95_HIDEM_TRACT,"Hawaii Census Tract Demographics, 1995, MaconUSA",GNIS,http://sws.geonames.org/5855797,Hawaii
MACON95_HIDEM_ZIP,"Hawaii ZIP Code Demographics, 1995, MaconUSA",GNIS,http://sws.geonames.org/5855797,Hawaii
MACON95_HIMKT_TRACT,"Hawaii Census Tract Market Data, 1995, MaconUSA",GNIS,http://sws.geonames.org/5855797,Hawaii
MACON95_HIMKT_ZIP,"Hawaii ZIP Code Market Data, 1995, MaconUSA",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HIAIR00,"UA Census Hawaiian Home Lands, 2000 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HIBLK,"UA Census Blocks, 1990 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HIBLK00,"UA Census Blocks, 2000 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HICCD,"UA Census County Subdivisions, 1990 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HICCD00,"UA Census County Subdivisions, 2000 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HICD106,"UA Census Congressional Districts, 2000 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HICDC,"UA Census Congressional Districts, 1990 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HICOLBLK,"UA Census Collection Blocks, 2000 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HICTY,"UA Census Counties, 1990 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HICTY00,"UA Census Counties, 2000 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HIELM,"UA Census Elementary School Districts, 2000 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HIGRP,"UA Census Block Groups, 1990 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HIGRP00,"UA Census Block Groups, 2000 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HIKGL,"UA Census Key Geographic Locations, 2000 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HILKA,"UA Census Class A Roads, 2000 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HILKB,"UA Census Railroads, 2000 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HILKC,"UA Census Miscellaneous Ground Transportation Features, 2000 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HILKD,"UA Census Landmark Line Features, 2000 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HILKE,"UA Census Physical Features, 2000 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HILKF,"UA Census Non-Visible Boundaries, 2000 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HILPT,"UA Census Landmark Point Features, 2000 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HILPY,"UA Census Landmark Polygon Features, 2000 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HIMSA00,"UA Census Metropolitan Statistical Areas, 2000 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HIPLC,"UA Census Places, 1990 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HIPLC00,"UA Census Places, 2000 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HIPUMA,"UA Census Public Use Microdata Areas, 2000 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HISEC,"UA Census Secondary School Districts, 2000 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HITRT,"UA Census Tracts, 1990 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HITRT00,"UA Census Tracts, 2000 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HIUNI,"UA Census Unified School Districts, 2000 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HIURB,"UA Census Urbanized Areas, 1990 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HIURB00,"UA Census Urbanized Areas, 2000 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HIVOT00,"UA Census Voting Districts, 2000 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HIWAT,"UA Census Water Bodies, 2000 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG00HIZCTA,"UA Census Zip Code Tabulation Areas, 2000 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG10HIVTD,Voting Districts HI 2010,GNIS,http://sws.geonames.org/5855797,Hawaii
TG95HIBLKPY,"Census Blocks, 1995 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG95HICCDCUPY,"Census County Divisions and Minor Civil Divisions, 1995 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG95HICCDPY,"Census County Divisions and Minor Civil Divisions, 1990 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG95HICDCPY,"Census Congressional Districts, 1995 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG95HICTYPY,"Census Counties, 1990 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG95HIELMPY,"Census Elementary School Districts, 1995 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG95HIGRPPY,"Census Block Groups, 1995 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG95HIKGLPY,"Census Key Geographic Locations, 1995 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG95HILKALN,"Census Class A Roads, 1995 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG95HILKBLN,"Census Railroads, 1995 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG95HILKCLN,"Census Miscellaneous Ground Transportation Features, 1995 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG95HILKELN,"Census Physical Features, 1995 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG95HILKFLN,"Census Non-Visible Features, 1995 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG95HILKHLN,"Census Hydrographic Features, 1995 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG95HILKXLN,"Census Unclassified Features, 1995 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG95HILPTPT,"Census Landmark Point Features, 1995 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG95HILPYPY,"Census Landmark Polygon Features, 1995 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG95HIMIDPY,"Census Middle School Districts, 1995 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG95HIMSAPY,"Census Metropolitan Statistical Areas, 1995 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG95HIPLCPY,"Census Places, 1990 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG95HISECPY,"Census Secondary School Districts, 1995 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG95HITAZPY,"Census Traffic Analysis Zones, 1995 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG95HITRTPY,"Census Tracts, 1995 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG95HIUNIPY,"Census Unified School Districts, 1995 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG95HIURBPY,"Census Urbanized Areas, 1995 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG95HIVOTPY,"Census Voting Districts, 1995 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
TG95HIWATPY,"Census Water Bodies, 1995 - Hawaii",GNIS,http://sws.geonames.org/5855797,Hawaii
AMS7810_S250_U54_NJ50_3,AMS China : T'ien-ching Region (Raster Image),None,http://sws.geonames.org/1808773,Hebei
AMS7810_S250_U54_NJ50_4,AMS China : Ch'ang-li Region (Raster Image),None,http://sws.geonames.org/1808773,Hebei
AMS7810_S250_U54_NJ50_5,AMS China : Shih-men Region (Raster Image),None,http://sws.geonames.org/1808773,Hebei
AMS7810_S250_U54_NJ50_6,AMS China : Ho-chien Region (Raster Image),None,http://sws.geonames.org/1808773,Hebei
AMS7810_S250_U54_NK49_9,"AMS China : Chi-ning Region, Nei Mongol Zizhiqu  (Raster Image)",None,http://sws.geonames.org/1808773,Hebei
AMS7810_S250_U54_NK50_4,AMS China : Pao-ch'ang Region (Raster Image),None,http://sws.geonames.org/1808773,Hebei
AMS7810_S250_U54_NI49_8,AMS China : Cheng-hsien Region (Raster Image),None,http://sws.geonames.org/1808520,Henan
AMS7810_S250_U54_NH49_10,AMS China : Ta-yung Region (Raster Image),None,http://sws.geonames.org/1806949,Hubei
AMS7810_S250_U54_NH49_3,AMS China : Tzu-chung Region (Raster Image),None,http://sws.geonames.org/1806949,Hubei
AMS7810_S250_U54_NH49_4,AMS China : An-lu Region (Raster Image),None,http://sws.geonames.org/1806949,Hubei
AMS7810_S250_U54_NH49_5,AMS China : Wan-hsien Region (Raster Image),None,http://sws.geonames.org/1806949,Hubei
AMS7810_S250_U54_NH49_7,AMS China : I-ch'ang Region (Raster Image),None,http://sws.geonames.org/1806949,Hubei
AMS7810_S250_U54_NH49_8,AMS China : Hsiao-kan Region (Raster Image),None,http://sws.geonames.org/1806949,Hubei
AMS7810_S250_U54_NH50_5,AMS China : Han-k'ou Region (Raster Image),None,http://sws.geonames.org/1806949,Hubei
ESRI04IDBLKPOP,ESRI Data & Maps 2004 : U.S. Census Block Centroid Populations : Idaho,GNIS,http://sws.geonames.org/5596512,Idaho
ESRI05USBLKPOP_ID,ESRI Data & Maps 2005 : U.S. Census Block Centroid Populations : Idaho,GNIS,http://sws.geonames.org/5596512,Idaho
ESRI05USDTL_RIVERS_ID,ESRI Data & Maps 2005 : U.S. Rivers and Streams : Idaho,GNIS,http://sws.geonames.org/5596512,Idaho
ESRI06USBLKPOP_ID,ESRI Data & Maps 2006 : U.S. Census Block Centroid Populations : Idaho,GNIS,http://sws.geonames.org/5596512,Idaho
ESRI07USBLKPOP_ID,Idaho U.S. Census Block Centroid Populations : ESRI Data & Maps 2007,GNIS,http://sws.geonames.org/5596512,Idaho
FEMA_16_FLD_HAZ_AR_ID,"Flood Insurance Risk Zones, Idaho, 2011",GNIS,http://sws.geonames.org/5596512,Idaho
MACON95_IDDEM_TRACT,"Idaho Census Tract Demographics, 1995, MaconUSA",GNIS,http://sws.geonames.org/5596512,Idaho
MACON95_IDDEM_ZIP,"Idaho ZIP Code Demographics, 1995, MaconUSA",GNIS,http://sws.geonames.org/5596512,Idaho
MACON95_IDMKT_TRACT,"Idaho Census Tract Market Data, 1995, MaconUSA",GNIS,http://sws.geonames.org/5596512,Idaho
MACON95_IDMKT_ZIP,"Idaho ZIP Code Market Data, 1995, MaconUSA",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDAIR,"UA Census American Indian Reservations, 1990 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDAIR00,"UA Census American Indian Reservations, 2000 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDBLK,"UA Census Blocks, 1990 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDBLK00,"UA Census Blocks, 2000 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDCCD,"UA Census County Subdivisions, 1990 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDCCD00,"UA Census County Subdivisions, 2000 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDCD106,"UA Census Congressional Districts, 2000 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDCDC,"UA Census Congressional Districts, 1990 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDCOLBLK,"UA Census Collection Blocks, 2000 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDCTY,"UA Census Counties, 1990 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDCTY00,"UA Census Counties, 2000 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDGRP,"UA Census Block Groups, 1990 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDGRP00,"UA Census Block Groups, 2000 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDKGL,"UA Census Key Geographic Locations, 2000 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDLKA,"UA Census Class A Roads, 2000 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDLKB,"UA Census Railroads, 2000 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDLKC,"UA Census Miscellaneous Ground Transportation Features, 2000 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDLKD,"UA Census Landmark Line Features, 2000 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDLKE,"UA Census Physical Features, 2000 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDLKF,"UA Census Non-Visible Boundaries, 2000 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDLKH,"UA Census Hydrographic Features, 2000 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDLPT,"UA Census Landmark Point Features, 2000 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDLPY,"UA Census Landmark Polygon Features, 2000 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDMSA00,"UA Census Metropolitan Statistical Areas, 2000 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDPLC,"UA Census Places, 1990 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDPLC00,"UA Census Places, 2000 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDPUMA,"UA Census Public Use Microdata Areas, 2000 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDSLDL,"UA Census State Legislative Districts (Lower Chamber), 2000 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDSLDU,"UA Census State Legislative Districts (Upper Chamber), 2000 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDTAZ,"UA Census Traffic Analysis Zones, 2000 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDTRT,"UA Census Tracts, 1990 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDTRT00,"UA Census Tracts, 2000 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDUNI,"UA Census Unified School Districts, 2000 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDURB,"UA Census Urbanized Areas, 1990 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDURB00,"UA Census Urbanized Areas, 2000 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDVOT00,"UA Census Voting Districts, 2000 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDWAT,"UA Census Water Bodies, 2000 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG00IDZCTA,"UA Census Zip Code Tabulation Areas, 2000 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG10IDVTD,Voting Districts ID 2010,GNIS,http://sws.geonames.org/5596512,Idaho
TG95IDAIRCUPY,"Census American Indian Reservations, 1995 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG95IDBLKPY,"Census Blocks, 1995 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG95IDCCDCUPY,"Census County Divisions and Minor Civil Divisions, 1995 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG95IDCCDPY,"Census County Divisions and Minor Civil Divisions, 1990 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG95IDCDCPY,"Census Congressional Districts, 1995 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG95IDCTYPY,"Census Counties, 1990 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG95IDGRPPY,"Census Block Groups, 1995 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG95IDKGLPY,"Census Key Geographic Locations, 1995 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG95IDLKALN,"Census Class A Roads, 1995 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG95IDLKBLN,"Census Railroads, 1995 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG95IDLKCLN,"Census Miscellaneous Ground Transportation Features, 1995 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG95IDLKDLN,"Census Landmark Line Features, 1995 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG95IDLKELN,"Census Physical Features, 1995 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG95IDLKFLN,"Census Non-Visible Features, 1995 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG95IDLKHLN,"Census Hydrographic Features, 1995 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG95IDLKXLN,"Census Unclassified Features, 1995 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG95IDLPTPT,"Census Landmark Point Features, 1995 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG95IDLPYPY,"Census Landmark Polygon Features, 1995 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG95IDMSAPY,"Census Metropolitan Statistical Areas, 1995 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG95IDPLCCUPY,"Census Places, 1995 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG95IDPLCPY,"Census Places, 1990 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG95IDTAZPY,"Census Traffic Analysis Zones, 1995 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG95IDTRTPY,"Census Tracts, 1995 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG95IDUNIPY,"Census Unified School Districts, 1995 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG95IDURBPY,"Census Urbanized Areas, 1995 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG95IDVOTPY,"Census Voting Districts, 1995 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
TG95IDWATPY,"Census Water Bodies, 1995 - Idaho",GNIS,http://sws.geonames.org/5596512,Idaho
ESRI04ILBLKPOP,ESRI Data & Maps 2004 : U.S. Census Block Centroid Populations : Illinois,GNIS,http://sws.geonames.org/4896861,Illinois
ESRI05USBLKPOP_IL,ESRI Data & Maps 2005 : U.S. Census Block Centroid Populations : Illinois,GNIS,http://sws.geonames.org/4896861,Illinois
ESRI05USDTL_RIVERS_IL,ESRI Data & Maps 2005 : U.S. Rivers and Streams : Illinois,GNIS,http://sws.geonames.org/4896861,Illinois
ESRI06USBLKPOP_IL,ESRI Data & Maps 2006 : U.S. Census Block Centroid Populations : Illinois,GNIS,http://sws.geonames.org/4896861,Illinois
ESRI07USBLKPOP_IL,Illinois U.S. Census Block Centroid Populations : ESRI Data & Maps 2007,GNIS,http://sws.geonames.org/4896861,Illinois
FEMA_17_FLD_HAZ_AR_IL,"Flood Insurance Risk Zones, Illinois, 2011",GNIS,http://sws.geonames.org/4896861,Illinois
MACON95_ILDEM_TRACT,"Illinois Census Tract Demographics, 1995, MaconUSA",GNIS,http://sws.geonames.org/4896861,Illinois
MACON95_ILDEM_ZIP,"Illinois ZIP Code Demographics, 1995, MaconUSA",GNIS,http://sws.geonames.org/4896861,Illinois
MACON95_ILMKT_TRACT,"Illinois Census Tract Market Data, 1995, MaconUSA",GNIS,http://sws.geonames.org/4896861,Illinois
MACON95_ILMKT_ZIP,"Illinois ZIP Code Market Data, 1995, MaconUSA",GNIS,http://sws.geonames.org/4896861,Illinois
TG00ILBLK,"UA Census Blocks, 1990 - Illinois",GNIS,http://sws.geonames.org/4896861,Illinois
TG00ILBLK00,"UA Census Blocks, 2000 - Illinois",GNIS,http://sws.geonames.org/4896861,Illinois
TG00ILCCD,"UA Census County Subdivisions, 1990 - Illinois",GNIS,http://sws.geonames.org/4896861,Illinois
TG00ILCCD00,"UA Census County Subdivisions, 2000 - Illinois",GNIS,http://sws.geonames.org/4896861,Illinois
TG00ILCD106,"UA Census Congressional Districts, 2000 - Illinois",GNIS,http://sws.geonames.org/4896861,Illinois
TG00ILCDC,"UA Census Congressional Districts, 1990 - Illinois",GNIS,http://sws.geonames.org/4896861,Illinois
TG00ILCOLBLK,"UA Census Collection Blocks, 2000 - Illinois",GNIS,http://sws.geonames.org/4896861,Illinois
TG00ILCTY,"UA Census Counties, 1990 - Illinois",GNIS,http://sws.geonames.org/4896861,Illinois
TG00ILCTY00,"UA Census Counties, 2000 - Illinois",GNIS,http://sws.geonames.org/4896861,Illinois
TG00ILELM,"UA Census Elementary School Districts, 2000 - Illinois",GNIS,http://sws.geonames.org/4896861,Illinois
TG00ILGRP,"UA Census Block Groups, 1990 - Illinois",GNIS,http://sws.geonames.org/4896861,Illinois
TG00ILGRP00,"UA Census Block Groups, 2000 - Illinois",GNIS,http://sws.geonames.org/4896861,Illinois
